MatchID,SetSequenceNumber,GameSequenceNumber,PointSequenceNumber,TimeStamp,ServerID,Server-ServeSide,Server-ServeNumber,Returner-ReturnStrokeType,PointLength,PointDifferential,GameDifferential,P1DominantStrokeHand,P2DominantStrokeHand,P1DominantPlayingDepth,P2DominantPlayingDepth,P1ShotsOutsideSidelines,P2ShotsOutsideSidelines,P1ShortShots,P2ShortShots,Server-ServeSpeed,Server-WideServe,WinnerID,PointOutcome,P1-WINNER,P1-UNFORCED_ERROR,P2-WINNER,P2-UNFORCED_ERROR
89,0,10,1,'2007-01-31 01:16:24.34',P1,P1-AD,P1-1,P2-BACKHAND,SHORT,-1,0,FOREHAND,BACKHAND,INSIDE_BASELINE,NEUTRAL,false,false,false,false,P1-FAST,P1-true,P1,P1-WINNER,true,false,false,false
89,0,10,2,'2007-01-31 01:16:56.64',P1,P1-DEUCE,P1-2,P2-BACKHAND,LONG,0,0,NONE,NONE,INSIDE_BASELINE,NEUTRAL,false,false,true,true,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,0,10,3,'2007-01-31 01:17:49.99',P1,P1-AD,P1-2,P2-BACKHAND,MEDIUM,1,0,NONE,NONE,INSIDE_BASELINE,BEHIND_BASELINE,false,false,false,true,P1-SLOW,P1-true,P1,P1-WINNER,true,false,false,false
89,0,10,4,'2007-01-31 01:18:19.44',P1,P1-DEUCE,P1-1,P2-BACKHAND,SHORT,2,0,NONE,BACKHAND,NEUTRAL,NEUTRAL,false,false,false,false,P1-FAST,P1-false,P1,P1-WINNER,true,false,false,false
89,0,11,0,'2007-01-31 01:19:25.24',P2,P2-DEUCE,P2-1,P1-FOREHAND,SHORT,0,1,FOREHAND,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-FAST,P2-true,P2,P2-UNFORCED_ERROR,false,false,false,true
89,0,11,1,'2007-01-31 01:19:41.39',P2,P2-AD,P2-1,P1-BACKHAND,SHORT,-1,1,BACKHAND,FOREHAND,NEUTRAL,INSIDE_BASELINE,false,false,false,false,P2-SLOW,P2-true,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,11,2,'2007-01-31 01:20:01.49',P2,P2-DEUCE,P2-1,P1-BACKHAND,SHORT,0,1,NONE,FOREHAND,BEHIND_BASELINE,BEHIND_BASELINE,true,false,false,false,P2-AVERAGE,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,0,11,3,'2007-01-31 01:20:26.64',P2,P2-AD,P2-1,P1-FOREHAND,LONG,-1,1,NONE,FOREHAND,BEHIND_BASELINE,BEHIND_BASELINE,false,false,false,true,P2-FAST,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,0,11,4,'2007-01-31 01:20:55.14',P2,P2-DEUCE,P2-1,P1-FOREHAND,SHORT,-2,1,FOREHAND,BACKHAND,NEUTRAL,INSIDE_BASELINE,false,false,false,false,P2-AVERAGE,P2-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,11,5,'2007-01-31 01:21:28.3',P2,P2-AD,P2-2,P1-FOREHAND,LONG,-1,1,FOREHAND,NONE,NEUTRAL,BEHIND_BASELINE,false,false,true,true,P2-SLOW,P2-true,P1,P1-WINNER,true,false,false,false
89,0,11,6,'2007-01-31 01:22:51.4',P2,P2-DEUCE,P2-1,P1-BACKHAND,SHORT,0,1,BACKHAND,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-FAST,P2-false,P2,P2-WINNER,false,false,true,false
89,0,11,7,'2007-01-31 01:23:21.5',P2,P2-AD,P2-2,P1-FOREHAND,SHORT,-1,1,FOREHAND,BACKHAND,NEUTRAL,BEHIND_BASELINE,false,false,false,false,P2-SLOW,P2-false,P1,P1-WINNER,true,false,false,false
89,0,11,8,'2007-01-31 01:23:56.69',P2,P2-DEUCE,P2-2,P1-FOREHAND,SHORT,0,1,FOREHAND,FOREHAND,NEUTRAL,BEHIND_BASELINE,false,false,false,false,P2-AVERAGE,P2-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,11,9,'2007-01-31 01:24:34.15',P2,P2-AD,P2-2,P1-BACKHAND,SHORT,1,1,NONE,FOREHAND,BEHIND_BASELINE,BEHIND_BASELINE,false,false,false,false,P2-SLOW,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,0,11,10,'2007-01-31 01:25:07.4',P2,P2-DEUCE,P2-1,P1-BACKHAND,SHORT,0,1,BACKHAND,FOREHAND,NEUTRAL,INSIDE_BASELINE,false,false,false,false,P2-FAST,P2-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,11,11,'2007-01-31 01:25:53.9',P2,P2-AD,P2-2,P1-BACKHAND,SHORT,1,1,NONE,FOREHAND,BEHIND_BASELINE,INSIDE_BASELINE,false,true,false,false,P2-FAST,P2-true,P2,P2-WINNER,false,false,true,false
89,0,11,12,'2007-01-31 01:26:25.3',P2,P2-DEUCE,P2-1,P1-FOREHAND,MEDIUM,0,1,NONE,BACKHAND,INSIDE_BASELINE,NEUTRAL,false,false,false,true,P2-AVERAGE,P2-true,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,11,13,'2007-01-31 01:26:58.6',P2,P2-AD,P2-1,P1-FOREHAND,SHORT,1,1,FOREHAND,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-SLOW,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,0,11,14,'2007-01-31 01:27:19.99',P2,P2-DEUCE,P2-1,P1-BACKHAND,SHORT,0,1,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-FAST,P2-true,P2,P2-ACE,false,false,false,false
89,0,11,15,'2007-01-31 01:27:49.14',P2,P2-AD,P2-2,P1-BACKHAND,MEDIUM,-1,1,BACKHAND,NONE,BEHIND_BASELINE,BEHIND_BASELINE,false,false,false,true,P2-SLOW,P2-true,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,11,16,'2007-01-31 01:28:21.95',P2,P2-DEUCE,P2-1,P1-FOREHAND,MEDIUM,0,1,NONE,NONE,BEHIND_BASELINE,NEUTRAL,true,false,true,false,P2-AVERAGE,P2-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,11,17,'2007-01-31 01:29:03.59',P2,P2-AD,P2-2,P1-BACKHAND,SHORT,1,1,BACKHAND,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-SLOW,P2-true,P2,P2-UNFORCED_ERROR,false,false,false,true
89,0,11,18,'2007-01-31 01:29:25.6',P2,P2-DEUCE,P2-1,P1-FOREHAND,SHORT,0,1,NONE,FOREHAND,BEHIND_BASELINE,BEHIND_BASELINE,true,false,false,false,P2-SLOW,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,0,11,19,'2007-01-31 01:29:50.34',P2,P2-AD,P2-1,P1-BACKHAND,MEDIUM,-1,1,BACKHAND,NONE,BEHIND_BASELINE,BEHIND_BASELINE,true,false,false,false,P2-SLOW,P2-false,P2,P2-WINNER,false,false,true,false
89,0,12,0,'2007-01-31 01:31:45.45',P1,P1-DEUCE,P1-2,P2-BACKHAND,MEDIUM,0,0,FOREHAND,BACKHAND,NEUTRAL,BEHIND_BASELINE,false,false,false,false,P1-SLOW,P1-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,12,1,'2007-01-31 01:32:37.14',P2,P2-AD,P2-2,P1-BACKHAND,MEDIUM,1,0,NONE,FOREHAND,BEHIND_BASELINE,NEUTRAL,false,true,false,false,P2-SLOW,P2-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,12,2,'2007-01-31 01:33:12.35',P2,P2-DEUCE,P2-1,P1-FOREHAND,LONG,2,0,FOREHAND,FOREHAND,INSIDE_BASELINE,BEHIND_BASELINE,false,true,true,true,P2-FAST,P2-true,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,12,3,'2007-01-31 01:33:48.2',P1,P1-AD,P1-1,P2-BACKHAND,MEDIUM,3,0,FOREHAND,NONE,INSIDE_BASELINE,INSIDE_BASELINE,false,false,true,true,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,0,12,4,'2007-01-31 01:34:13.99',P1,P1-DEUCE,P1-1,P2-BACKHAND,MEDIUM,4,0,FOREHAND,FOREHAND,NEUTRAL,BEHIND_BASELINE,false,false,false,false,P1-AVERAGE,P1-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,0,12,5,'2007-01-31 01:34:47.19',P2,P2-AD,P2-1,P1-BACKHAND,SHORT,5,0,BACKHAND,FOREHAND,NEUTRAL,INSIDE_BASELINE,false,false,false,false,P2-SLOW,P2-false,P2,P2-WINNER,false,false,true,false
89,0,12,6,'2007-01-31 01:35:37.59',P2,P2-DEUCE,P2-1,P1-FOREHAND,SHORT,4,0,FOREHAND,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-SLOW,P2-true,P2,P2-WINNER,false,false,true,false
89,0,12,7,'2007-01-31 01:36:14.25',P1,P1-AD,P1-2,P2-FOREHAND,MEDIUM,3,0,NONE,NONE,INSIDE_BASELINE,NEUTRAL,false,false,false,true,P1-AVERAGE,P1-false,P1,P1-WINNER,true,false,false,false
89,0,12,8,'2007-01-31 01:36:42.74',P1,P1-DEUCE,P1-1,P2-FOREHAND,LONG,4,0,NONE,NONE,BEHIND_BASELINE,NEUTRAL,false,true,true,false,P1-AVERAGE,P1-true,P1,P1-WINNER,true,false,false,false
89,1,0,0,'2007-01-31 01:38:24.54',P2,P2-DEUCE,P2-1,P1-FOREHAND,SHORT,0,0,FOREHAND,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-FAST,P2-true,P2,P2-UNFORCED_ERROR,false,false,false,true
89,1,0,1,'2007-01-31 01:38:38.75',P2,P2-AD,P2-1,P1-BACKHAND,SHORT,-1,0,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-AVERAGE,P2-true,P2,P2-ACE,false,false,false,false
89,1,0,2,'2007-01-31 01:38:52.75',P2,P2-DEUCE,P2-1,P1-BACKHAND,MEDIUM,-2,0,NONE,NONE,NEUTRAL,INSIDE_BASELINE,false,false,true,false,P2-AVERAGE,P2-false,P1,P1-WINNER,true,false,false,false
89,1,0,3,'2007-01-31 01:39:15.99',P2,P2-AD,P2-1,P1-BACKHAND,MEDIUM,-1,0,FOREHAND,NONE,NEUTRAL,BEHIND_BASELINE,true,false,false,true,P2-AVERAGE,P2-false,P1,P1-WINNER,true,false,false,false
89,1,0,4,'2007-01-31 01:39:51.5',P2,P2-DEUCE,P2-2,P1-BACKHAND,MEDIUM,0,0,NONE,FOREHAND,BEHIND_BASELINE,BEHIND_BASELINE,false,false,true,true,P2-SLOW,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,1,0,5,'2007-01-31 01:40:17.1',P2,P2-AD,P2-1,P1-FOREHAND,MEDIUM,-1,0,FOREHAND,FOREHAND,NEUTRAL,NEUTRAL,false,false,false,true,P2-FAST,P2-false,P2,P2-WINNER,false,false,true,false
89,1,1,0,'2007-01-31 01:41:06.0',P1,P1-DEUCE,P1-1,P2-BACKHAND,SHORT,0,-1,BACKHAND,BACKHAND,INSIDE_BASELINE,NEUTRAL,false,false,false,true,P1-AVERAGE,P1-false,P1,P1-WINNER,true,false,false,false
89,1,1,1,'2007-01-31 01:41:31.5',P1,P1-AD,P1-1,P2-BACKHAND,SHORT,1,-1,BACKHAND,BACKHAND,INSIDE_BASELINE,NEUTRAL,false,false,false,true,P1-AVERAGE,P1-false,P1,P1-WINNER,true,false,false,false
89,1,1,2,'2007-01-31 01:41:49.55',P1,P1-DEUCE,P1-1,P2-FOREHAND,SHORT,2,-1,NONE,FOREHAND,NEUTRAL,NEUTRAL,false,false,false,false,P1-FAST,P1-false,P1,P1-WINNER,true,false,false,false
89,1,1,3,'1969-12-31 19:00:00.0',P1,P1-AD,P1-2,P2-BACKHAND,SHORT,3,-1,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P1-?,P1-false,P2,P2-DOUBLE_FAULT,false,false,false,false
89,1,1,4,'2007-01-31 01:42:33.94',P1,P1-DEUCE,P1-2,P2-BACKHAND,LONG,2,-1,FOREHAND,BACKHAND,BEHIND_BASELINE,BEHIND_BASELINE,false,false,true,false,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,1,2,0,'2007-01-31 01:43:41.7',P2,P2-DEUCE,P2-2,P1-BACKHAND,MEDIUM,0,0,NONE,NONE,BEHIND_BASELINE,NEUTRAL,false,false,false,false,P2-SLOW,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,1,2,1,'2007-01-31 01:44:14.9',P2,P2-AD,P2-1,P1-FOREHAND,LONG,-1,0,FOREHAND,NONE,BEHIND_BASELINE,BEHIND_BASELINE,false,false,true,true,P2-?,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,1,2,2,'2007-01-31 01:44:58.9',P2,P2-DEUCE,P2-2,P1-BACKHAND,MEDIUM,-2,0,NONE,NONE,BEHIND_BASELINE,BEHIND_BASELINE,false,false,true,false,P2-SLOW,P2-false,P2,P2-WINNER,false,false,true,false
89,1,2,3,'2007-01-31 01:45:25.75',P2,P2-AD,P2-1,P1-FOREHAND,SHORT,-3,0,FOREHAND,FOREHAND,NEUTRAL,INSIDE_BASELINE,false,true,false,false,P2-SLOW,P2-false,P2,P2-WINNER,false,false,true,false
89,1,3,0,'2007-01-31 01:46:11.55',P1,P1-DEUCE,P1-2,P2-BACKHAND,SHORT,0,-1,FOREHAND,BACKHAND,INSIDE_BASELINE,NEUTRAL,false,false,false,false,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,1,3,1,'2007-01-31 01:46:29.64',P1,P1-AD,P1-1,P2-BACKHAND,SHORT,1,-1,FOREHAND,BACKHAND,INSIDE_BASELINE,NEUTRAL,false,false,false,true,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,1,3,2,'2007-01-31 01:46:53.4',P1,P1-DEUCE,P1-2,P2-BACKHAND,SHORT,2,-1,BACKHAND,NONE,INSIDE_BASELINE,BEHIND_BASELINE,false,false,false,false,P1-SLOW,P1-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,1,3,3,'2007-01-31 01:47:21.8',P1,P1-AD,P1-1,P2-BACKHAND,SHORT,3,-1,NONE,BACKHAND,NEUTRAL,NEUTRAL,false,false,false,false,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,1,4,0,'2007-01-31 01:47:57.65',P2,P2-DEUCE,P2-2,P1-BACKHAND,MEDIUM,0,0,NONE,FOREHAND,BEHIND_BASELINE,NEUTRAL,false,false,true,true,P2-SLOW,P2-false,P2,P2-WINNER,false,false,true,false
89,1,4,1,'2007-01-31 01:48:25.5',P2,P2-AD,P2-1,P1-BACKHAND,SHORT,-1,0,BACKHAND,FOREHAND,NEUTRAL,INSIDE_BASELINE,false,false,true,false,P2-?,P2-true,P2,P2-WINNER,false,false,true,false
89,1,4,2,'2007-01-31 01:48:51.0',P2,P2-DEUCE,P2-1,P1-BACKHAND,SHORT,-2,0,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-SLOW,P2-true,P2,P2-ACE,false,false,false,false
89,1,4,3,'2007-01-31 01:49:05.4',P2,P2-AD,P2-1,P1-BACKHAND,SHORT,-3,0,BACKHAND,FOREHAND,NEUTRAL,INSIDE_BASELINE,false,false,true,false,P2-SLOW,P2-false,P2,P2-WINNER,false,false,true,false
89,1,5,0,'2007-01-31 01:49:23.64',P1,P1-DEUCE,P1-1,P2-BACKHAND,SHORT,0,-1,FOREHAND,BACKHAND,INSIDE_BASELINE,NEUTRAL,false,false,false,false,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,1,5,1,'2007-01-31 01:49:44.2',P1,P1-AD,P1-1,P2-FOREHAND,SHORT,1,-1,FOREHAND,FOREHAND,INSIDE_BASELINE,NEUTRAL,true,false,false,true,P1-AVERAGE,P1-false,P1,P1-WINNER,true,false,false,false
89,1,5,2,'2007-01-31 01:50:07.35',P1,P1-DEUCE,P1-1,P2-BACKHAND,LONG,2,-1,NONE,NONE,BEHIND_BASELINE,BEHIND_BASELINE,false,false,true,true,P1-AVERAGE,P1-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,1,5,3,'2007-01-31 01:50:48.79',P1,P1-AD,P1-1,P2-BACKHAND,SHORT,3,-1,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P1-AVERAGE,P1-true,P1,P1-ACE,false,false,false,false
89,1,6,0,'2007-01-31 01:51:24.75',P2,P2-DEUCE,P2-2,P1-FOREHAND,MEDIUM,0,0,FOREHAND,BACKHAND,NEUTRAL,NEUTRAL,false,false,true,true,P2-SLOW,P2-false,P1,P1-WINNER,true,false,false,false
89,1,6,1,'2007-01-31 01:52:40.94',P2,P2-AD,P2-2,P1-BACKHAND,MEDIUM,1,0,NONE,NONE,BEHIND_BASELINE,NEUTRAL,false,false,true,true,P2-AVERAGE,P2-false,P2,P2-WINNER,false,false,true,false
89,1,6,2,'2007-01-31 01:53:15.59',P2,P2-DEUCE,P2-2,P1-FOREHAND,SHORT,0,0,FOREHAND,FOREHAND,NEUTRAL,INSIDE_BASELINE,false,false,true,false,P2-SLOW,P2-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,1,6,3,'2007-01-31 01:53:39.7',P2,P2-AD,P2-1,P1-FOREHAND,LONG,1,0,FOREHAND,NONE,NEUTRAL,BEHIND_BASELINE,false,true,true,false,P2-AVERAGE,P2-false,P1,P1-WINNER,true,false,false,false
89,1,6,4,'2007-01-31 01:54:36.5',P2,P2-DEUCE,P2-1,P1-FOREHAND,MEDIUM,2,0,NONE,NONE,NEUTRAL,INSIDE_BASELINE,false,false,false,true,P2-?,P2-true,P1,P1-WINNER,true,false,false,false
89,1,7,0,'2007-01-31 01:55:34.65',P1,P1-DEUCE,P1-2,P2-BACKHAND,SHORT,0,1,NONE,BACKHAND,NEUTRAL,NEUTRAL,false,false,false,false,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,1,7,1,'2007-01-31 01:55:50.1',P1,P1-AD,P1-1,P2-BACKHAND,SHORT,1,1,FOREHAND,NONE,INSIDE_BASELINE,INSIDE_BASELINE,false,false,true,false,P1-AVERAGE,P1-false,P2,P2-WINNER,false,false,true,false
89,1,7,2,'2007-01-31 01:56:11.29',P1,P1-DEUCE,P1-1,P2-BACKHAND,SHORT,0,1,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P1-SLOW,P1-true,P1,P1-ACE,false,false,false,false
89,1,7,3,'2007-01-31 01:56:34.34',P1,P1-AD,P1-2,P2-FOREHAND,MEDIUM,1,1,FOREHAND,NONE,NEUTRAL,BEHIND_BASELINE,false,false,false,false,P1-SLOW,P1-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,1,7,4,'2007-01-31 01:56:56.19',P1,P1-DEUCE,P1-1,P2-BACKHAND,SHORT,2,1,NONE,BACKHAND,NEUTRAL,NEUTRAL,false,false,false,false,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,1,8,0,'2007-01-31 01:57:33.79',P2,P2-DEUCE,P2-1,P1-FOREHAND,SHORT,0,2,FOREHAND,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-SLOW,P2-true,P2,P2-UNFORCED_ERROR,false,false,false,true
89,1,8,1,'2007-01-31 01:57:46.85',P2,P2-AD,P2-1,P1-BACKHAND,SHORT,-1,2,NONE,FOREHAND,BEHIND_BASELINE,INSIDE_BASELINE,false,false,false,true,P2-AVERAGE,P2-true,P2,P2-UNFORCED_ERROR,false,false,false,true
